Account_Length,Vmail_Message,CustServ_Calls,Churn,Intl_Plan,Vmail_Plan,Total_mins,Total_calls,Total_charges
185,19,0,no,no,yes,615.0,330,250.2
1,26,1,no,no,yes,503.2,250,223.93
107,0,1,no,no,no,502.4,371,191.18
91,20,1,no,no,yes,567.4000000000002,305,193.99
178,0,2,yes,yes,no,545.3,327,316.52
123,0,1,no,no,no,695.8,275,308.39
170,0,1,yes,no,no,721.9000000000003,289,336.86
135,0,1,no,no,no,592.6,255,290.78
85,0,1,no,no,no,604.3,290,243.45
134,50,2,no,no,yes,489.50000000000006,345,192.65
148,36,1,no,no,yes,551.1999999999998,318,300.94
93,0,1,yes,no,no,662.3,343,220.48000000000005
138,0,0,no,no,no,522.6,295,187.71
159,0,0,no,no,no,578.6,312,309.8400000000001
103,34,1,no,no,yes,476.4,272,230.93
150,27,0,no,no,yes,623.5,309,313.61
37,0,3,no,no,no,634.2,343,294.8400000000001
33,0,0,no,yes,no,447.3,309,171.98999999999995
55,0,1,no,no,no,589.0,271,208.66
134,32,0,no,no,yes,467.6,338,213.61
107,0,2,no,no,no,473.20000000000016,300,211.59
80,36,1,no,no,yes,665.6,342,279.76
78,0,1,yes,no,no,549.0,356,271.04999999999995
85,17,4,yes,no,yes,498.0,286,210.76
61,15,2,no,no,yes,709.8000000000003,315,332.85
97,32,5,no,no,yes,662.7,256,268.52
136,0,2,no,yes,no,536.1,347,255.47000000000003
135,0,3,no,no,no,479.50000000000006,275,231.87
87,19,1,no,no,yes,602.4000000000002,289,305.02
165,0,0,no,no,no,646.2,245,219.29
148,0,2,yes,no,no,769.6,292,360.19
99,0,2,no,no,no,492.5,348,261.22
123,0,2,no,no,no,526.3,268,211.98
127,0,1,no,yes,no,648.3,313,229.75
151,0,0,no,no,no,481.5,275,170.91
185,0,1,no,no,no,558.6999999999998,290,213.13
65,34,4,no,no,yes,578.0,316,275.22
58,0,4,no,no,no,632.0,324,226.51
104,0,2,no,no,no,470.4,278,231.78
44,0,0,no,no,no,642.0,339,330.7000000000001
58,0,4,no,no,no,622.6,321,242.85
108,0,0,no,no,no,585.5999999999998,293,262.76000000000005
132,0,1,no,no,no,580.9000000000002,336,249.57
80,0,2,no,no,no,522.6,244,247.64
162,0,2,no,no,no,634.3000000000002,303,304.31
110,0,2,no,no,no,603.2,245,266.43
96,0,1,yes,no,no,788.4999999999999,309,336.69
168,0,2,yes,no,no,579.1,370,222.7
72,0,4,yes,no,no,819.8000000000003,359,375.45000000000016
125,23,1,no,no,yes,517.0,322,208.23
170,0,2,no,no,no,623.0999999999998,312,285.76
71,0,3,no,no,no,623.5,299,254.93
124,0,1,no,no,no,438.4,370,168.91
68,0,2,no,no,no,661.6999999999998,297,259.84
97,0,1,no,no,no,396.4,234,222.04
98,0,1,no,yes,no,611.3000000000002,234,204.25
24,0,2,yes,no,no,527.2,226,288.13
136,0,0,no,no,no,647.0999999999998,279,289.25
44,0,0,yes,no,no,689.6,281,291.71
96,40,0,no,no,yes,454.7,366,171.6
31,0,1,no,no,no,453.6,312,133.29
72,0,0,no,no,no,703.5,295,328.61
24,0,1,no,no,no,458.6,326,250.5
112,31,4,no,no,yes,743.2,294,324.16
117,0,1,yes,yes,no,710.2,291,233.72
137,19,0,no,no,yes,635.8,353,273.33000000000004
136,0,0,no,no,no,405.1,269,115.69
95,0,0,no,no,no,661.5,312,293.04
82,19,1,no,no,yes,596.0,256,254.92
145,0,1,yes,no,no,782.2,335,320.12
56,0,1,no,yes,no,640.5,296,298.73
155,0,2,no,yes,no,561.4,360,213.06
133,0,0,yes,no,no,572.9,328,295.23
53,0,2,no,no,no,578.4999999999999,312,307.68
123,0,5,yes,no,no,745.1,312,343.29
136,0,7,no,no,no,672.2,296,312.55999999999995
57,0,3,no,no,no,585.5,332,264.78
62,0,1,no,no,no,502.1,317,241.38
112,0,1,no,no,no,499.10000000000014,299,186.12
55,20,1,no,no,yes,631.1999999999998,315,280.49
95,0,6,yes,no,no,606.3999999999999,301,308.73
125,0,1,no,no,no,662.8000000000002,271,280.03
1,0,5,yes,no,no,479.3,290,204.28
98,36,6,yes,no,yes,511.9,328,225.06
105,0,1,no,no,no,616.5,308,251.81000000000003
113,30,0,no,no,yes,613.8000000000002,284,295.55
99,0,3,yes,no,no,712.4999999999999,225,308.17
103,0,1,no,no,no,468.0,356,231.08
177,0,1,no,no,no,614.6,289,281.40000000000003
149,20,0,no,no,yes,584.7,342,208.06
160,0,1,yes,no,no,738.9,373,295.87
116,0,2,no,no,no,518.4,254,233.7
90,22,1,no,no,yes,584.8,304,274.79
148,0,0,yes,yes,no,553.1,251,186.04
147,35,2,yes,no,yes,560.6,327,269.90000000000003
95,0,0,no,no,no,481.2,324,249.85
201,0,1,no,no,no,640.0,267,261.07
80,0,0,no,no,no,530.3,302,286.0300000000001
122,0,1,no,yes,no,612.5,312,293.19
132,0,0,no,no,no,575.1,314,282.23
83,0,1,no,no,no,684.6,276,316.34
99,0,7,yes,no,no,561.9,308,261.56
84,0,3,yes,no,no,717.1999999999997,302,276.15000000000003
46,0,1,no,no,no,493.9,233,241.17
87,0,2,no,no,no,660.1,380,333.2399999999999
150,0,1,no,no,no,656.9,309,308.38
73,0,1,no,no,no,473.1,264,155.05999999999997
7,0,3,no,no,no,657.3,252,227.63
89,12,2,no,no,yes,551.7,347,258.65
131,0,3,yes,yes,no,402.7,275,189.15
105,0,3,no,no,no,668.9,234,294.62
108,0,2,yes,yes,no,476.3,272,183.48
47,28,1,no,no,yes,522.5999999999998,318,256.3
101,0,1,no,yes,no,501.4,344,256.27000000000004
182,24,1,no,no,yes,474.1,332,236.69
161,0,1,no,no,no,573.5999999999998,234,254.31
128,0,1,yes,no,no,727.5,290,266.07000000000005
69,31,2,no,no,yes,552.7,284,212.87
113,34,1,no,no,yes,360.8,266,198.61
87,30,0,no,no,yes,641.2,334,226.90000000000003
71,0,0,no,no,no,702.0,299,296.66
76,0,1,no,no,no,679.0000000000001,269,307.51
87,0,3,no,no,no,654.5,282,355.02000000000015
117,0,1,no,no,no,507.3,290,237.1
177,0,3,yes,no,no,724.9,236,301.59
95,0,1,no,no,no,532.6999999999998,282,285.48
76,0,1,no,no,no,536.1,256,151.04
66,0,2,no,no,no,632.6,320,259.63
110,0,1,no,no,no,552.4,374,272.38
204,0,3,no,no,no,565.5,322,251.86
32,31,0,no,no,yes,636.1,321,274.8
133,39,5,no,no,yes,629.1000000000001,272,198.65
185,0,2,no,no,no,467.6,293,153.46
103,37,1,no,no,yes,650.6999999999998,299,305.23
91,0,1,no,no,no,517.1999999999998,292,253.79
131,0,2,no,no,no,636.8000000000002,314,311.76
153,0,0,no,no,no,532.8,382,263.93
132,25,2,no,no,yes,619.3,297,283.51
148,0,1,no,no,no,614.0,357,307.83
141,0,5,no,no,no,694.4,277,283.82
105,0,2,no,no,no,536.3000000000002,349,279.45000000000005
169,0,3,yes,no,no,726.3999999999999,307,363.17
127,23,1,no,no,yes,564.8,251,215.92
57,0,0,no,no,no,521.4,314,275.73
123,33,0,no,no,yes,484.69999999999993,252,265.78
103,35,4,yes,no,yes,420.1,261,131.58
101,0,1,no,no,no,383.0,252,95.93999999999998
123,22,2,no,no,yes,414.00000000000006,285,170.84
78,32,6,no,no,yes,659.4,295,312.18
101,28,4,no,no,yes,718.5,285,276.42
129,0,1,no,no,no,656.0999999999998,328,321.58
67,34,0,no,no,yes,584.2,347,262.58
37,0,3,no,no,no,589.3,332,276.79
64,0,3,no,yes,no,546.1,246,290.27
173,0,1,no,no,no,385.8,327,204.15000000000003
135,0,1,no,no,no,618.9,268,270.31
75,42,1,no,no,yes,535.4000000000002,300,169.05
88,0,4,yes,no,no,509.5,260,235.72
112,0,3,no,no,no,598.3,318,228.68
113,0,0,no,no,no,656.0,347,308.36
121,28,2,no,no,yes,495.2,260,280.44000000000005
70,0,1,no,no,no,498.7,324,203.06000000000003
90,0,0,no,no,no,647.7,327,352.09
39,0,0,no,no,no,505.6,305,250.07
142,0,0,no,no,no,551.0,350,199.37
176,0,1,no,no,no,530.0,260,221.7
105,0,1,no,no,no,610.1,280,286.77
57,0,2,yes,no,no,686.3,266,254.54
110,0,1,no,no,no,401.7,251,143.7
88,0,2,no,no,no,468.60000000000014,283,142.91
95,0,0,no,no,no,542.8,315,239.13
147,0,3,no,no,no,558.9,302,257.91
101,0,4,yes,no,no,579.5999999999998,338,276.15
115,0,1,no,no,no,623.9,303,267.45
103,0,2,no,no,no,578.0,320,286.19
82,0,0,no,no,no,654.1,359,318.06
141,0,0,no,no,no,579.4,337,212.79
149,0,2,no,no,no,570.7,311,245.89
131,0,2,no,no,no,644.5,300,288.91
119,0,1,no,no,no,569.3,290,253.3
112,0,3,no,no,no,583.5,296,228.3
116,35,2,no,no,yes,502.7,313,252.42
94,0,3,no,no,no,762.1,287,422.48
90,0,2,no,no,no,703.6999999999997,326,351.99
114,31,0,no,no,yes,567.6,308,214.84
63,25,1,no,no,yes,460.3,325,193.37
130,0,4,yes,no,no,727.8000000000003,350,288.2700000000001
122,29,3,no,no,yes,640.0,277,233.85
166,0,3,no,no,no,617.9000000000002,307,259.75
62,0,0,no,no,no,501.6,319,262.29
78,21,2,no,no,yes,517.2,257,178.41
148,26,1,no,no,yes,547.4,309,271.41
154,0,3,yes,no,no,558.7,300,233.73
110,34,1,no,no,yes,464.20000000000016,342,187.81
75,0,0,yes,no,no,737.0,342,316.1400000000001
84,38,2,no,no,yes,614.4,304,319.99
113,0,1,no,no,no,401.0,321,154.66
181,40,2,no,no,yes,618.5,240,221.75
51,0,2,no,no,no,495.9,290,223.22
102,29,0,no,no,yes,823.5,307,359.89
107,0,1,no,no,no,412.4,270,241.0
88,0,5,yes,no,no,498.4,312,231.84
82,0,0,no,no,no,508.3,319,171.51999999999995
204,0,6,no,no,no,610.6999999999998,279,237.16
130,0,3,no,no,no,540.3000000000002,285,192.69
174,0,0,no,no,no,707.0,387,386.47
129,0,2,no,no,no,611.5,338,245.65
190,0,3,no,yes,no,588.0999999999998,267,294.82
54,0,3,no,yes,no,560.6000000000001,327,223.69000000000003
78,0,0,no,no,no,717.7,298,328.11
100,29,1,no,no,yes,605.6,312,270.17999999999995
70,30,3,no,no,yes,450.69999999999993,236,175.03
111,0,1,no,no,no,537.1,311,293.11
117,0,1,no,no,no,575.7,343,289.55
68,0,0,no,no,no,465.3,260,254.39
27,0,2,yes,no,no,751.5,326,317.61999999999995
91,0,1,no,no,no,492.70000000000016,251,237.22
181,27,1,no,no,yes,665.6,306,281.79
118,36,3,no,no,yes,659.5999999999998,289,264.57
112,0,2,no,no,no,530.8,322,200.97
93,0,0,no,no,no,548.9,381,223.02
102,0,0,no,no,no,566.4,324,246.23
93,0,0,no,no,no,663.8,307,351.45
107,32,1,no,no,yes,521.9000000000002,389,218.17
100,32,3,no,no,yes,560.7,339,244.95
115,0,2,no,no,no,749.3,333,383.45
63,13,0,no,no,yes,579.6999999999998,219,236.42
57,0,0,no,no,no,719.5999999999997,304,323.93
119,26,1,no,no,yes,520.4,334,252.96
73,0,1,no,no,no,729.9,289,427.43
98,30,2,no,no,yes,487.5,275,229.29
139,0,0,no,yes,no,533.9000000000002,367,222.75000000000003
31,28,1,no,no,yes,668.6,328,309.0800000000001
129,32,1,no,no,yes,612.3000000000002,289,297.5
115,0,7,yes,no,no,491.9,262,200.34
108,0,2,yes,no,no,755.9000000000003,311,311.65
139,0,0,no,no,no,556.0,324,322.44
102,0,4,no,no,no,607.2,313,230.09
149,0,1,no,no,no,662.0,244,327.48
113,0,2,no,no,no,558.1,329,231.55
131,33,1,no,no,yes,629.7,314,312.7999999999999
83,0,0,no,no,no,525.0,353,282.64
96,21,2,no,no,yes,673.3,323,232.54
98,0,1,no,no,no,459.30000000000007,344,191.96
3,0,3,no,no,no,573.3000000000002,341,230.74
77,17,0,no,no,yes,636.8999999999999,288,284.56
75,24,3,no,no,yes,687.8,335,339.44
40,0,4,yes,no,no,574.6,356,308.1
108,0,0,no,no,no,724.7,339,325.24
100,0,4,yes,no,no,607.4000000000002,280,336.54
16,0,3,no,no,no,551.0,327,205.33
115,16,2,no,no,yes,486.1,338,208.72
108,25,3,no,no,yes,455.0,301,213.87
107,0,5,no,no,no,598.0999999999998,235,302.74
161,0,2,yes,no,no,802.0,344,328.85
147,0,2,no,no,no,612.9,282,215.51
107,0,3,no,no,no,387.1,307,157.42000000000004
120,0,1,no,no,no,693.0,324,349.14
107,36,1,no,no,yes,452.5,297,208.2
58,0,3,no,no,no,520.1,314,255.81
91,0,2,no,no,no,472.0,291,185.93
13,0,2,no,no,no,611.5,355,278.3
104,0,5,no,no,no,625.6,289,224.4
93,31,1,no,no,yes,653.7,276,262.68999999999994
95,0,2,no,no,no,521.9999999999999,313,200.06000000000003
104,0,3,no,no,no,522.8,385,263.5
35,0,5,yes,no,no,522.3,317,265.11999999999995
62,0,3,no,no,no,598.1999999999998,288,255.57
143,0,1,no,no,no,688.5999999999997,300,293.5800000000001
62,0,4,no,no,no,605.1,327,293.13000000000005
60,0,0,yes,yes,no,696.3,355,272.64000000000004
41,0,1,no,no,no,626.1999999999998,330,258.32
34,14,2,no,no,yes,610.7,351,258.58000000000004
56,0,0,yes,no,no,795.3000000000003,324,364.35
183,0,1,no,no,no,750.3,289,373.72
94,0,2,no,no,no,575.4,271,250.02
73,47,2,no,no,yes,558.5999999999998,328,231.03
123,0,2,no,no,no,543.0000000000001,321,315.55
64,0,3,no,no,no,531.4,284,263.08
127,0,4,yes,yes,no,500.7,345,220.8
33,0,3,no,no,no,634.9,326,299.26
27,0,1,no,no,no,544.5999999999998,297,126.01
123,0,0,no,no,no,668.7,259,298.9
148,0,2,no,no,no,711.9,348,368.73
81,0,0,no,no,no,513.8,352,192.05
122,30,2,no,no,yes,701.7,272,250.5
52,0,1,no,no,no,668.2,348,248.62
91,44,1,no,no,yes,640.9,297,306.98
54,0,2,yes,no,no,727.4000000000003,312,319.28
152,0,1,no,no,no,570.8,308,258.98
201,0,1,yes,no,no,787.5,281,329.45
78,0,4,yes,no,no,434.4,314,240.91000000000003
67,0,0,no,no,no,584.1,310,261.41
100,0,1,no,no,no,654.6000000000001,330,342.73
41,0,3,no,no,no,704.7,302,296.05
133,0,3,no,no,no,616.1999999999998,338,331.47
36,43,2,no,no,yes,493.5,351,358.94
51,28,0,no,no,yes,734.8999999999999,311,323.87
122,0,0,no,no,no,418.9,277,167.20999999999995
84,41,1,no,no,yes,525.0999999999998,325,269.08
91,0,0,no,no,no,540.5,299,190.17
110,0,1,no,no,no,595.5,298,274.75
91,0,1,no,yes,no,423.9,321,201.24
121,0,5,no,no,no,562.6,279,206.26
109,0,3,no,no,no,556.1999999999998,316,197.85
95,0,2,no,no,no,491.4,308,179.77
72,0,0,no,no,no,631.2,338,330.15
73,0,0,no,no,no,646.6,352,300.21
108,0,3,no,no,no,532.1999999999998,315,231.22
58,39,1,no,no,yes,702.1999999999997,259,280.77
148,0,1,no,yes,no,659.9,311,342.49999999999994
76,0,0,yes,yes,no,674.7,301,280.84
103,0,6,yes,no,no,506.7,319,222.32
87,0,0,yes,no,no,572.5,275,252.32
35,37,2,no,no,yes,591.8,313,285.51
88,0,1,no,no,no,431.1,339,184.15
67,41,0,no,no,yes,504.0,288,209.26
77,29,2,no,no,yes,592.7,301,212.59
124,0,1,no,no,no,602.4000000000002,284,300.4500000000001
30,0,0,no,no,no,722.0,275,360.39
53,32,2,no,no,yes,550.3,295,232.04
152,0,1,no,no,no,490.0,298,204.63
100,0,1,no,yes,no,359.9,341,191.45
59,32,1,no,no,yes,637.0999999999998,356,278.76
143,0,3,no,no,no,635.6999999999998,313,244.14
142,40,1,no,no,yes,757.8,284,338.56
105,0,1,no,no,no,650.5,323,224.85
111,0,1,yes,no,no,860.1999999999997,286,349.86000000000007
143,0,1,no,no,no,547.9000000000002,322,232.98
93,22,0,no,no,yes,747.9000000000003,315,322.44000000000005
79,0,2,no,no,no,560.5,339,191.52
68,24,3,yes,yes,yes,630.3,304,272.8
93,0,1,no,yes,no,651.9999999999999,292,260.2
103,0,2,no,no,no,386.20000000000016,416,203.12
144,38,0,no,no,yes,452.0,335,260.67
93,0,1,no,no,no,642.0,366,321.63
149,0,3,no,yes,no,582.4,280,256.40000000000003
23,31,1,no,no,yes,622.1,293,350.75000000000006
221,24,0,no,no,yes,612.6999999999998,283,265.35
164,30,1,no,no,yes,688.3000000000003,295,279.29
104,18,2,no,no,yes,602.1,248,254.43
150,35,2,no,no,yes,695.0,349,277.82
184,12,0,no,no,yes,613.4000000000002,279,214.38
88,0,1,no,no,no,595.9,317,240.19
61,29,3,no,yes,yes,562.5,322,301.73
110,0,2,no,no,no,634.5,344,316.35
115,0,3,yes,no,no,728.9,247,288.34
33,0,2,no,no,no,666.1,267,282.33
100,0,2,yes,no,no,728.7,343,338.01
209,0,0,no,no,no,553.8,289,254.89
27,0,5,no,no,no,623.3,275,234.27000000000004
117,0,1,no,no,no,598.9,290,239.34000000000003
87,0,1,no,no,no,516.8000000000002,288,197.96
129,27,1,no,no,yes,628.8000000000002,272,306.58
142,0,1,no,no,no,607.4999999999999,335,262.61
112,0,0,no,no,no,494.8,260,295.32
75,28,1,no,no,yes,536.8,365,225.96
97,25,3,no,no,yes,533.1,326,226.39
121,34,0,no,no,yes,581.8,294,179.58
142,0,1,no,yes,no,533.1999999999998,354,206.09
121,0,3,yes,no,no,728.5,311,275.04
87,33,2,no,no,yes,585.8000000000002,282,268.99
34,0,1,no,no,no,758.4,272,361.44
177,0,1,yes,yes,no,624.1999999999998,280,260.52000000000004
58,30,0,no,no,yes,687.1999999999997,340,328.55
113,0,5,yes,yes,no,433.7,321,211.87
101,0,1,no,no,no,677.8000000000002,251,284.62
89,0,3,no,no,no,426.70000000000016,282,221.62000000000003
77,44,0,yes,yes,yes,554.9,306,253.5
146,0,4,yes,no,no,348.6,308,87.61999999999998
93,0,0,no,no,no,607.4,265,289.88
160,0,0,no,no,no,686.9000000000002,283,296.7700000000001
55,0,0,no,no,no,605.1,295,237.96
88,0,2,no,no,no,639.3000000000002,353,266.0
63,0,0,no,no,no,616.6000000000001,270,256.85
127,24,1,no,no,yes,548.6,280,260.75
57,30,1,no,no,yes,705.2,270,296.86
138,0,2,yes,yes,no,630.5999999999998,239,220.31
115,0,3,no,no,no,670.9000000000002,287,305.96
171,0,2,no,no,no,641.5999999999998,355,349.67999999999995
148,0,2,no,no,no,566.0,304,184.33
127,0,1,no,no,no,485.2,313,164.73000000000005
61,0,1,no,no,no,595.4,308,198.46
131,0,1,no,no,no,485.4,289,183.35
88,0,1,no,no,no,553.9,295,194.66
130,0,2,no,no,no,541.2,295,252.77
89,24,0,no,no,yes,525.4,293,259.98
82,0,3,yes,no,no,759.3,262,330.89
138,33,3,no,no,yes,619.6,293,246.6
115,0,1,no,no,no,644.8,298,256.72
84,0,2,yes,no,no,759.1000000000001,347,306.01
117,0,1,no,yes,no,621.2,345,227.91
60,0,2,no,no,no,582.3,242,241.14
62,0,2,no,no,no,575.9,263,287.47
133,0,2,yes,no,no,760.9,355,312.36
131,0,3,no,no,no,745.2,316,395.85
65,0,1,no,no,no,558.8,342,187.21
120,27,1,no,no,yes,535.1,327,289.5900000000001
142,22,1,no,no,yes,620.5999999999998,320,305.2
134,0,2,no,no,no,539.9,345,290.71
87,0,2,no,no,no,695.6,332,352.51
139,43,2,no,no,yes,609.5999999999998,277,215.07
76,0,4,yes,no,no,627.3,392,325.22
100,0,1,no,no,no,647.5,314,335.61
99,31,3,no,no,yes,689.2,248,305.4
99,0,3,no,no,no,695.6999999999997,347,272.16
48,27,1,no,no,yes,553.3,327,228.79
57,0,0,no,no,no,467.50000000000006,365,230.47
106,30,0,no,no,yes,613.8,318,225.38
170,42,4,yes,no,yes,530.0,261,241.25
78,0,1,no,no,no,648.1,317,303.0
39,0,1,no,no,no,419.8,314,154.54000000000005
127,0,0,no,no,no,513.4,300,262.57
119,22,1,yes,yes,yes,559.6,366,208.77
114,0,1,no,no,no,469.5,321,218.95
95,0,0,no,no,no,573.3000000000002,322,245.36
116,0,1,no,no,no,470.0,338,236.65
110,0,1,no,no,no,538.1,246,190.81
74,0,1,no,no,no,572.8,299,216.38
148,33,1,no,no,yes,579.4,251,226.06
83,0,1,no,no,no,474.1,301,187.84
73,0,2,no,no,no,549.4,355,258.04
111,21,1,no,no,yes,529.1999999999998,321,217.14
84,0,0,yes,no,no,649.4,310,231.46000000000004
75,0,1,no,yes,no,525.3,280,206.48
114,26,2,no,no,yes,551.9,314,298.39
71,0,4,yes,yes,no,605.0,339,268.04
58,22,2,no,no,yes,648.5999999999998,305,243.55
106,29,1,no,no,yes,525.1,338,273.56
172,0,4,no,no,no,616.3999999999999,301,227.29
45,0,1,no,no,no,656.1999999999998,262,331.46
100,0,4,no,yes,no,712.4000000000003,313,326.51
94,0,2,no,no,no,520.8,323,278.78000000000003
128,0,2,no,no,no,626.1999999999998,306,247.82
181,0,2,no,no,no,650.9000000000002,337,329.38999999999993
127,0,1,no,no,no,447.9,325,232.4
89,0,1,no,no,no,553.4,279,190.54
149,18,0,no,no,yes,447.8,314,223.06
103,29,0,no,no,yes,615.8,324,280.05
163,0,1,no,yes,no,604.5999999999998,305,272.25
52,0,2,no,no,no,629.5,359,251.06
89,0,3,no,no,no,622.1,332,335.29
122,0,4,yes,yes,no,466.2,315,168.61
60,0,3,no,no,no,502.2,370,263.3
62,0,4,yes,no,no,778.6,301,268.89
117,0,5,yes,no,no,608.3000000000002,282,282.2100000000001
159,0,1,no,no,no,572.8000000000002,305,251.22
78,0,2,no,no,no,562.9,300,299.58
96,0,1,no,no,no,585.1999999999998,314,233.3
79,0,2,no,no,no,557.5999999999998,299,273.57
192,36,2,no,no,yes,660.6999999999998,292,339.2000000000001
68,0,3,no,no,no,585.4,239,254.83
28,0,2,no,no,no,675.6,264,259.64
184,0,2,no,yes,no,517.5999999999998,336,196.73
74,25,0,no,no,yes,755.4,276,318.41
