model,year,price,transmission,mileage,fuelType,mpg,engineSize
 Superb,2019,22999,Automatic,2999,Diesel,48.7,2.0
 Fabia,2019,10499,Manual,5075,Petrol,57.7,1.0
 Octavia,2019,17799,Semi-Auto,5086,Petrol,44.1,1.5
 Superb,2016,12999,Semi-Auto,37828,Petrol,55.4,1.4
 Fabia,2017,7999,Manual,11437,Petrol,60.1,1.2
 Kodiaq,2018,22499,Manual,15394,Diesel,51.4,2.0
 Kodiaq,2019,28999,Automatic,9587,Diesel,37.2,2.0
 Kodiaq,2020,35999,Automatic,1000,Diesel,39.2,2.0
 Octavia,2016,8499,Manual,50498,Diesel,74.3,1.6
 Fabia,2017,8995,Manual,26078,Petrol,60.1,1.2
 Fabia,2017,10495,Semi-Auto,19385,Petrol,60.1,1.2
 Kamiq,2019,21995,Semi-Auto,1830,Petrol,43.5,1.5
 Octavia,2016,8995,Manual,37491,Petrol,55.4,1.4
 Fabia,2017,10495,Manual,8127,Petrol,58.8,1.2
 Fabia,2018,9995,Manual,18994,Petrol,64.2,1.0
 Fabia,2019,8666,Manual,12419,Petrol,57.7,1.0
 Kodiaq,2019,28988,Automatic,3347,Diesel,39.2,2.0
 Octavia,2019,18351,Manual,7889,Petrol,47.9,1.5
 Fabia,2017,9678,Manual,18084,Petrol,60.1,1.2
 Yeti Outdoor,2017,15988,Semi-Auto,3654,Petrol,51.4,1.2
 Octavia,2019,16256,Manual,6585,Petrol,50.4,1.5
 Octavia,2019,16998,Manual,10927,Petrol,48.7,1.0
 Fabia,2018,8995,Manual,18612,Petrol,57.7,1.0
 Fabia,2019,13495,Automatic,3437,Petrol,60.1,1.0
 Fabia,2019,9995,Manual,9572,Petrol,57.7,1.0
 Superb,2019,22499,Semi-Auto,1020,Petrol,36.7,1.5
 Octavia,2019,19999,Manual,16587,Petrol,35.8,2.0
 Rapid,2013,4999,Manual,49550,Petrol,52.3,1.2
 Fabia,2017,7599,Manual,20710,Petrol,57.7,1.0
 Fabia,2017,7499,Manual,28500,Petrol,60.1,1.2
 Fabia,2017,9499,Manual,14898,Petrol,64.2,1.0
 Rapid,2017,8390,Manual,36562,Diesel,74.3,1.4
 Octavia,2015,13297,Semi-Auto,47527,Diesel,55.4,2.0
 Kodiaq,2018,24990,Automatic,20554,Diesel,49.6,2.0
 Fabia,2019,14995,Semi-Auto,2862,Petrol,61.4,1.0
 Kodiaq,2019,28995,Automatic,3171,Petrol,32.1,1.5
 Fabia,2019,9795,Manual,10594,Petrol,57.7,1.0
 Octavia,2016,15495,Semi-Auto,38283,Diesel,56.5,2.0
 Rapid,2016,8495,Manual,25183,Petrol,57.7,1.2
 Citigo,2017,7499,Manual,18256,Petrol,64.2,1.0
 Fabia,2017,7499,Manual,41144,Petrol,64.2,1.0
 Rapid,2016,7495,Manual,36279,Petrol,60.1,1.2
 Fabia,2017,12995,Semi-Auto,10465,Petrol,60.1,1.2
 Kodiaq,2017,20995,Automatic,39785,Petrol,44.8,1.4
 Citigo,2018,7995,Manual,4555,Petrol,64.2,1.0
 Fabia,2017,8995,Manual,5195,Petrol,58.8,1.2
 Rapid,2017,10495,Manual,15858,Petrol,61.4,1.0
 Fabia,2018,11495,Manual,14358,Petrol,64.2,1.0
 Fabia,2019,10295,Manual,7773,Petrol,57.7,1.0
 Fabia,2019,12495,Semi-Auto,10235,Petrol,60.1,1.0
 Fabia,2019,13295,Automatic,14079,Petrol,60.1,1.0
 Fabia,2019,9495,Manual,9278,Petrol,57.7,1.0
 Rapid,2014,7495,Semi-Auto,40468,Petrol,48.7,1.4
 Fabia,2019,13295,Automatic,14012,Petrol,60.1,1.0
 Fabia,2019,9495,Manual,10955,Petrol,57.7,1.0
 Superb,2018,18995,Semi-Auto,20962,Diesel,61.4,2.0
 Octavia,2014,11995,Semi-Auto,49928,Petrol,44.1,2.0
 Fabia,2019,12995,Manual,6452,Petrol,50.4,1.0
 Yeti Outdoor,2016,10995,Manual,38200,Diesel,62.8,2.0
 Yeti Outdoor,2017,14495,Semi-Auto,9919,Petrol,51.4,1.2
 Yeti Outdoor,2017,13995,Semi-Auto,12192,Petrol,51.4,1.2
 Octavia,2017,12995,Semi-Auto,24814,Diesel,70.6,1.6
 Octavia,2019,13998,Semi-Auto,16162,Diesel,70.6,1.6
 Octavia,2019,15595,Automatic,3919,Petrol,58.9,1.0
 Superb,2019,21495,Automatic,12700,Diesel,61.4,2.0
 Kodiaq,2019,28995,Semi-Auto,9985,Petrol,31.4,2.0
 Citigo,2017,7399,Manual,11000,Petrol,68.9,1.0
 Yeti Outdoor,2017,11299,Semi-Auto,15112,Petrol,51.4,1.2
 Karoq,2019,21295,Automatic,6597,Diesel,62.8,1.6
 Kamiq,2019,22495,Semi-Auto,126,Diesel,52.3,1.6
 Octavia,2019,15395,Semi-Auto,5800,Diesel,67.3,2.0
 Yeti Outdoor,2016,12495,Semi-Auto,25800,Diesel,51.4,2.0
 Kodiaq,2018,26995,Automatic,5684,Petrol,39.8,1.4
 Fabia,2019,11333,Manual,3998,Petrol,51.4,1.0
 Karoq,2018,15893,Manual,20567,Diesel,62.8,1.6
 Fabia,2019,13295,Automatic,14378,Petrol,60.1,1.0
 Superb,2019,21995,Automatic,10310,Petrol,36.7,1.5
 Karoq,2018,19995,Automatic,11100,Petrol,51.4,1.5
 Octavia,2014,8495,Manual,56881,Petrol,53.3,1.4
 Karoq,2019,23495,Automatic,9336,Petrol,40.9,1.5
 Octavia,2015,12995,Semi-Auto,63187,Diesel,55.4,2.0
 Octavia,2016,10295,Manual,37078,Diesel,74.3,1.6
 Superb,2018,19995,Semi-Auto,4549,Diesel,62.8,2.0
 Octavia,2019,14495,Manual,10292,Diesel,67.3,1.6
 Octavia,2019,14495,Manual,9283,Diesel,67.3,1.6
 Octavia,2017,14995,Semi-Auto,15777,Diesel,62.8,2.0
 Fabia,2017,8999,Manual,19300,Petrol,60.1,1.2
 Octavia,2019,12999,Manual,13752,Diesel,68.9,1.6
 Octavia,2019,12999,Manual,15881,Diesel,68.9,1.6
 Octavia,2019,12999,Manual,14808,Diesel,68.9,1.6
 Citigo,2014,4299,Manual,34300,Petrol,62.8,1.0
 Citigo,2017,8799,Automatic,11478,Petrol,64.2,1.0
 Fabia,2018,9995,Manual,15915,Petrol,61.4,1.0
 Octavia,2019,22495,Automatic,12,Diesel,54.3,2.0
 Kodiaq,2019,29495,Automatic,5675,Petrol,31.7,2.0
 Rapid,2014,6995,Manual,41648,Petrol,52.3,1.2
 Octavia,2017,13895,Manual,12554,Petrol,56.5,1.5
 Karoq,2018,17495,Manual,11263,Petrol,40.4,1.0
 Superb,2019,19495,Manual,7736,Petrol,40.9,1.5
 Fabia,2019,15495,Automatic,5089,Petrol,61.4,1.0
 Fabia,2019,11795,Manual,3200,Petrol,61.4,1.0
 Octavia,2020,18995,Semi-Auto,1200,Petrol,46.3,1.5
 Karoq,2019,18995,Manual,3340,Diesel,62.8,1.6
 Yeti Outdoor,2017,11995,Manual,23058,Diesel,62.8,2.0
 Octavia,2019,13995,Manual,13397,Diesel,67.3,1.6
 Karoq,2019,20495,Manual,6969,Petrol,41.5,1.0
 Fabia,2019,9995,Manual,10818,Petrol,61.4,1.0
 Yeti Outdoor,2017,12721,Semi-Auto,16446,Petrol,51.4,1.2
 Superb,2017,14119,Manual,43298,Diesel,67.3,2.0
 Yeti Outdoor,2017,14997,Semi-Auto,16667,Petrol,51.4,1.2
 Octavia,2019,18511,Semi-Auto,5669,Petrol,47.9,2.0
 Octavia,2016,15562,Semi-Auto,17854,Diesel,60.1,2.0
 Superb,2019,22458,Semi-Auto,6692,Petrol,36.7,1.5
 Karoq,2018,14406,Manual,29174,Petrol,53.3,1.0
 Yeti Outdoor,2017,13253,Semi-Auto,15265,Petrol,51.4,1.2
 Fabia,2018,11495,Manual,12855,Petrol,64.2,1.0
 Fabia,2017,7495,Manual,11495,Petrol,57.7,1.0
 Superb,2017,18495,Semi-Auto,11277,Diesel,61.4,2.0
 Rapid,2016,7695,Manual,59465,Diesel,67.3,1.6
 Kodiaq,2019,33995,Automatic,6314,Petrol,31.0,2.0
 Karoq,2019,24995,Automatic,5320,Diesel,42.8,2.0
 Karoq,2019,21795,Automatic,11796,Diesel,62.8,1.6
 Karoq,2019,21495,Automatic,10400,Diesel,62.8,1.6
 Scala,2019,16995,Automatic,499,Diesel,54.3,1.6
 Octavia,2019,14295,Manual,4115,Petrol,48.7,1.0
 Scala,2019,15995,Manual,10161,Petrol,49.6,1.0
 Yeti Outdoor,2017,14995,Semi-Auto,20926,Petrol,51.4,1.2
 Superb,2019,22995,Semi-Auto,76,Petrol,36.7,1.5
 Kodiaq,2019,30995,Automatic,650,Petrol,31.4,2.0
 Fabia,2018,9995,Manual,3109,Petrol,57.7,1.0
 Octavia,2019,14995,Manual,3245,Diesel,67.3,1.6
 Superb,2018,17480,Semi-Auto,12836,Petrol,53.3,1.4
 Fabia,2016,9790,Manual,13844,Petrol,58.9,1.2
 Fabia,2019,10995,Manual,2323,Petrol,57.7,1.0
 Octavia,2019,18995,Semi-Auto,1911,Diesel,64.2,2.0
 Octavia,2019,15495,Semi-Auto,9521,Diesel,70.6,1.6
 Fabia,2019,10995,Manual,9267,Petrol,61.4,1.0
 Fabia,2019,14495,Manual,1536,Petrol,49.6,1.0
 Fabia,2016,9495,Manual,16074,Petrol,60.1,1.2
 Karoq,2017,12995,Automatic,24314,Petrol,51.4,1.5
 Fabia,2019,14495,Semi-Auto,10164,Petrol,60.1,1.0
 Kodiaq,2019,32495,Automatic,2481,Diesel,42.2,2.0
 Fabia,2018,9995,Manual,9206,Petrol,64.2,1.0
 Fabia,2017,8995,Manual,10161,Petrol,64.2,1.0
 Yeti Outdoor,2017,15995,Semi-Auto,21872,Diesel,51.4,2.0
 Yeti Outdoor,2017,12495,Manual,28637,Petrol,51.4,1.2
 Citigo,2017,7495,Manual,19545,Petrol,64.2,1.0
 Scala,2020,19295,Semi-Auto,55,Petrol,47.1,1.0
 Scala,2020,17495,Manual,55,Petrol,49.6,1.0
 Rapid,2014,6995,Semi-Auto,53286,Diesel,62.8,1.6
 Superb,2019,18995,Semi-Auto,18,Petrol,36.7,1.5
 Fabia,2017,9995,Manual,20569,Petrol,64.2,1.0
 Kamiq,2020,19995,Manual,1562,Petrol,47.9,1.0
 Octavia,2014,8495,Manual,65299,Diesel,74.3,1.6
 Yeti Outdoor,2017,13995,Semi-Auto,11259,Petrol,51.4,1.2
 Fabia,2019,13495,Semi-Auto,13617,Petrol,60.1,1.0
 Octavia,2019,17991,Semi-Auto,10032,Diesel,70.6,1.6
 Fabia,2019,12890,Manual,624,Petrol,52.3,1.0
 Citigo,2017,6200,Manual,33098,Petrol,64.2,1.0
 Kamiq,2020,21750,Semi-Auto,2500,Petrol,43.5,1.5
 Rapid,2017,8490,Manual,27737,Petrol,57.7,1.2
 Fabia,2017,8390,Manual,24170,Petrol,64.2,1.0
 Fabia,2015,6490,Manual,48899,Petrol,60.1,1.2
 Superb,2016,13995,Manual,39954,Diesel,68.9,2.0
 Fabia,2018,9995,Manual,10880,Petrol,64.2,1.0
 Fabia,2019,12495,Manual,3056,Petrol,57.7,1.0
 Karoq,2019,27995,Manual,10,Diesel,42.8,2.0
 Karoq,2019,27995,Manual,10,Diesel,42.8,2.0
 Octavia,2019,18995,Automatic,10,Diesel,72.4,1.6
 Rapid,2013,6295,Manual,53472,Petrol,55.4,1.2
 Octavia,2017,14495,Automatic,15233,Petrol,57.7,1.4
 Fabia,2017,8995,Manual,36212,Petrol,64.2,1.0
 Fabia,2017,9995,Manual,35981,Petrol,64.2,1.0
 Yeti Outdoor,2016,13495,Semi-Auto,14898,Petrol,51.4,1.2
 Fabia,2018,9995,Manual,15290,Petrol,64.2,1.0
 Citigo,2015,6495,Manual,25869,Petrol,67.3,1.0
 Fabia,2017,9295,Manual,21145,Petrol,64.2,1.0
 Karoq,2019,23890,Manual,11500,Diesel,42.8,2.0
 Citigo,2016,6790,Manual,6000,Petrol,62.8,1.0
 Superb,2017,18495,Semi-Auto,28202,Diesel,61.4,2.0
 Citigo,2017,7995,Manual,12408,Petrol,64.2,1.0
 Fabia,2017,8995,Manual,20216,Petrol,64.2,1.0
 Scala,2019,16890,Manual,3653,Petrol,50.4,1.0
 Octavia,2016,11995,Automatic,20367,Petrol,58.9,1.4
 Scala,2019,15495,Manual,5027,Petrol,49.6,1.0
 Fabia,2017,7995,Manual,25426,Petrol,60.1,1.2
 Superb,2016,11990,Manual,30300,Petrol,57.7,1.4
 Octavia,2019,19940,Manual,8662,Petrol,35.8,2.0
 Kodiaq,2019,21790,Automatic,13957,Petrol,34.0,1.5
 Fabia,2019,9996,Automatic,11159,Petrol,57.7,1.0
 Scala,2019,14980,Manual,5421,Diesel,57.7,1.6
 Octavia,2019,24890,Semi-Auto,485,Petrol,38.2,2.0
 Fabia,2017,8990,Manual,24834,Petrol,64.2,1.0
 Kamiq,2019,21990,Semi-Auto,563,Diesel,52.3,1.6
 Fabia,2018,10295,Manual,12941,Petrol,64.2,1.0
 Yeti Outdoor,2016,13995,Semi-Auto,44432,Diesel,51.4,2.0
 Octavia,2019,16995,Semi-Auto,3724,Diesel,67.3,2.0
 Kodiaq,2017,19495,Automatic,17323,Petrol,44.8,1.4
 Kodiaq,2017,24295,Automatic,19261,Petrol,38.2,2.0
 Kodiaq,2019,34495,Automatic,50,Petrol,31.4,2.0
 Kamiq,2019,21995,Automatic,3610,Diesel,52.3,1.6
 Yeti,2016,10747,Semi-Auto,20967,Petrol,51.4,1.2
 Rapid,2013,4591,Manual,50257,Petrol,52.3,1.2
 Octavia,2016,11499,Semi-Auto,15610,Diesel,76.4,1.6
 Kodiaq,2019,21995,Manual,8244,Diesel,52.3,2.0
 Fabia,2017,11498,Manual,14015,Petrol,58.9,1.2
 Superb,2018,19490,Semi-Auto,10564,Diesel,60.1,2.0
 Superb,2018,16990,Semi-Auto,20153,Diesel,61.4,2.0
 Kodiaq,2017,21490,Automatic,40989,Petrol,38.2,2.0
 Fabia,2018,9891,Manual,8851,Petrol,57.7,1.0
 Yeti Outdoor,2016,11998,Semi-Auto,21008,Petrol,51.4,1.2
 Kodiaq,2019,23499,Manual,4000,Diesel,52.3,2.0
 Kodiaq,2019,24999,Automatic,2895,Diesel,45.6,2.0
 Kodiaq,2019,24999,Automatic,20,Diesel,46.3,2.0
 Superb,2018,17999,Semi-Auto,16350,Diesel,60.1,2.0
 Yeti,2013,7999,Manual,73000,Diesel,47.1,2.0
 Kodiaq,2019,24499,Automatic,5874,Diesel,44.8,2.0
 Karoq,2018,21699,Automatic,26500,Petrol,50.4,1.5
 Yeti Outdoor,2016,11699,Semi-Auto,5928,Petrol,51.4,1.2
 Octavia,2019,12999,Manual,10348,Diesel,68.9,1.6
 Kodiaq,2019,27999,Automatic,5405,Petrol,31.4,2.0
 Fabia,2017,6999,Manual,50000,Petrol,60.1,1.2
 Kodiaq,2020,32999,Automatic,3589,Diesel,39.2,2.0
 Scala,2020,15999,Manual,1589,Petrol,49.6,1.0
 Citigo,2019,8999,Manual,5000,Petrol,67.3,1.0
 Kodiaq,2019,24999,Manual,3748,Diesel,52.3,2.0
 Yeti Outdoor,2017,13999,Semi-Auto,25453,Petrol,51.4,1.2
 Fabia,2018,8999,Manual,12000,Petrol,57.7,1.0
 Fabia,2016,6999,Manual,29000,Diesel,78.6,1.4
 Citigo,2017,5999,Manual,28000,Petrol,64.2,1.0
 Rapid,2017,8199,Manual,23000,Petrol,61.4,1.0
 Superb,2020,28999,Semi-Auto,12000,Hybrid,188.3,1.4
 Fabia,2020,13999,Manual,3000,Petrol,51.4,1.0
 Fabia,2019,12999,Manual,4000,Petrol,51.4,1.0
 Yeti Outdoor,2017,14050,Semi-Auto,5520,Petrol,51.4,1.2
 Citigo,2013,3999,Manual,47000,Petrol,62.8,1.0
 Fabia,2015,7595,Manual,40265,Petrol,60.1,1.2
 Superb,2017,19995,Semi-Auto,16052,Petrol,45.6,2.0
 Citigo,2016,7495,Manual,33924,Petrol,62.8,1.0
 Octavia,2016,11500,Manual,24546,Diesel,74.3,1.6
 Fabia,2016,8995,Manual,42746,Petrol,60.1,1.2
 Octavia,2016,11517,Semi-Auto,21732,Petrol,58.9,1.4
 Yeti Outdoor,2016,11607,Semi-Auto,32403,Petrol,51.4,1.2
 Rapid,2016,5790,Manual,74129,Diesel,78.5,1.4
 Yeti,2016,10460,Manual,52968,Petrol,51.4,1.2
 Fabia,2018,8998,Manual,28916,Petrol,57.7,1.0
 Octavia,2016,10990,Manual,34596,Diesel,70.6,2.0
 Octavia,2017,15130,Semi-Auto,18956,Diesel,57.7,2.0
 Fabia,2017,8700,Manual,23144,Petrol,58.8,1.2
 Superb,2017,16600,Semi-Auto,11648,Diesel,61.4,2.0
 Fabia,2018,7300,Manual,2725,Petrol,57.7,1.0
 Fabia,2018,8420,Manual,13638,Petrol,64.2,1.0
 Kodiaq,2018,22897,Automatic,19080,Diesel,49.6,2.0
 Octavia,2018,12998,Manual,10818,Diesel,68.9,1.6
 Superb,2017,16750,Semi-Auto,14188,Petrol,53.3,1.4
 Octavia,2014,12500,Manual,38113,Diesel,61.4,2.0
 Citigo,2018,7499,Manual,18500,Petrol,64.2,1.0
 Fabia,2017,7999,Manual,25000,Petrol,57.7,1.0
 Octavia,2017,9999,Manual,25000,Petrol,62.8,1.0
 Karoq,2018,19999,Automatic,18000,Petrol,50.4,1.5
 Kodiaq,2019,26999,Automatic,5878,Diesel,44.8,2.0
 Octavia,2016,14585,Manual,35893,Diesel,62.8,2.0
 Octavia,2018,17785,Semi-Auto,13734,Petrol,42.8,2.0
 Superb,2018,18285,Manual,15053,Diesel,64.2,2.0
 Octavia,2019,12585,Manual,10812,Petrol,60.1,1.0
 Fabia,2017,10685,Semi-Auto,13985,Petrol,60.1,1.2
 Rapid,2016,6985,Manual,49093,Diesel,74.3,1.6
 Karoq,2019,22285,Manual,13543,Diesel,42.8,2.0
 Kodiaq,2017,23685,Automatic,29889,Petrol,38.2,2.0
 Karoq,2018,19585,Manual,12118,Petrol,52.3,1.5
 Octavia,2017,11985,Manual,29878,Petrol,54.3,1.4
 Octavia,2019,12798,Manual,14664,Diesel,68.9,1.6
 Octavia,2017,10498,Manual,46549,Petrol,55.4,1.4
 Yeti Outdoor,2017,11798,Manual,26957,Petrol,51.4,1.2
 Octavia,2018,14995,Semi-Auto,12636,Petrol,55.4,1.5
 Octavia,2017,11994,Manual,30159,Diesel,67.3,1.6
 Octavia,2018,13498,Manual,15537,Diesel,67.3,1.6
 Octavia,2018,12498,Semi-Auto,17812,Petrol,57.7,1.4
 Fabia,2018,9123,Manual,23723,Petrol,64.2,1.0
 Fabia,2016,7290,Manual,56721,Petrol,60.1,1.2
 Citigo,2018,8990,Manual,7833,Petrol,68.9,1.0
 Karoq,2019,23990,Automatic,3853,Petrol,40.9,1.5
 Rapid,2015,7990,Manual,28301,Petrol,57.7,1.2
 Kodiaq,2017,20990,Automatic,19500,Petrol,44.8,1.4
 Yeti Outdoor,2017,12995,Semi-Auto,18886,Petrol,51.4,1.2
 Fabia,2015,5895,Manual,26031,Petrol,58.8,1.0
 Octavia,2017,10492,Manual,33460,Petrol,54.3,1.4
 Citigo,2017,5995,Manual,25343,Petrol,64.2,1.0
 Fabia,2015,7491,Manual,38711,Petrol,60.1,1.2
 Fabia,2015,6850,Manual,28220,Petrol,60.1,1.2
 Fabia,2018,9510,Manual,15868,Petrol,64.2,1.0
 Yeti Outdoor,2017,13685,Manual,18945,Diesel,62.8,2.0
 Kodiaq,2019,25685,Automatic,2838,Diesel,56.5,2.0
 Octavia,2019,14485,Manual,4987,Petrol,50.4,1.0
 Octavia,2020,18985,Semi-Auto,2987,Petrol,44.8,1.5
 Octavia,2019,20985,Semi-Auto,3507,Petrol,47.9,2.0
 Superb,2019,21285,Semi-Auto,3497,Diesel,62.8,2.0
 Fabia,2019,11785,Manual,2987,Petrol,51.4,1.0
 Fabia,2019,11785,Manual,2987,Petrol,51.4,1.0
 Superb,2019,21485,Semi-Auto,3215,Petrol,40.9,1.5
 Fabia,2019,12485,Manual,2999,Petrol,52.3,1.0
 Fabia,2015,7690,Semi-Auto,46079,Diesel,78.5,1.4
 Kodiaq,2017,23490,Automatic,26974,Diesel,49.6,2.0
 Citigo,2017,5990,Manual,38973,Petrol,64.2,1.0
 Fabia,2019,11785,Manual,2999,Petrol,51.4,1.0
 Kamiq,2019,18285,Manual,1987,Petrol,47.1,1.0
 Fabia,2017,9990,Manual,16052,Petrol,58.9,1.2
 Octavia,2020,21490,Semi-Auto,1495,Petrol,44.8,1.5
 Yeti Outdoor,2017,13990,Semi-Auto,23995,Petrol,51.4,1.2
 Octavia,2014,8985,Semi-Auto,29997,Diesel,72.4,1.6
 Kamiq,2019,18485,Manual,199,Petrol,47.9,1.0
 Citigo,2016,6585,Manual,17646,Petrol,62.8,1.0
 Octavia,2018,17985,Semi-Auto,13892,Petrol,42.8,2.0
 Octavia,2016,11990,Manual,35650,Petrol,55.4,1.4
 Fabia,2017,9890,Manual,25766,Petrol,58.9,1.2
 Kamiq,2019,19285,Semi-Auto,2987,Petrol,45.6,1.0
 Scala,2020,14985,Manual,747,Petrol,50.4,1.0
 Fabia,2018,8385,Manual,26909,Petrol,64.2,1.0
 Rapid,2018,10185,Manual,26311,Petrol,61.4,1.0
 Fabia,2017,7785,Manual,20972,Petrol,60.1,1.2
 Kodiaq,2017,19285,Manual,29278,Petrol,40.9,1.4
 Rapid,2017,8485,Manual,32657,Diesel,74.3,1.6
 Citigo,2018,7985,Manual,9411,Petrol,67.3,1.0
 Fabia,2017,8690,Manual,42149,Petrol,60.1,1.2
 Octavia,2019,16490,Semi-Auto,5010,Petrol,55.4,1.5
 Fabia,2019,12990,Semi-Auto,14190,Petrol,60.1,1.0
 Fabia,2019,11490,Manual,6548,Petrol,61.4,1.0
 Kodiaq,2020,25790,Manual,8054,Diesel,52.3,2.0
 Kamiq,2019,19990,Manual,2000,Petrol,47.1,1.0
 Octavia,2019,17990,Semi-Auto,2500,Diesel,67.3,2.0
 Octavia,2020,20990,Semi-Auto,2500,Diesel,51.4,1.6
 Karoq,2018,15385,Manual,13107,Diesel,61.4,1.6
 Fabia,2018,9485,Manual,14080,Petrol,57.7,1.0
 Octavia,2019,13485,Manual,8905,Diesel,68.9,1.6
 Citigo,2017,6800,Manual,24000,Petrol,64.2,1.0
 Karoq,2019,17185,Manual,8521,Petrol,44.1,1.0
 Octavia,2018,12698,Semi-Auto,2956,Petrol,61.4,1.0
 Octavia,2018,11998,Manual,18573,Diesel,68.9,1.6
 Yeti Outdoor,2017,13498,Semi-Auto,20020,Petrol,51.4,1.2
 Octavia,2016,8998,Semi-Auto,73173,Diesel,64.2,2.0
 Karoq,2018,16291,Manual,6279,Diesel,61.4,1.6
 Yeti Outdoor,2017,12890,Manual,17115,Petrol,51.4,1.2
 Octavia,2018,11471,Manual,26368,Diesel,68.9,1.6
 Yeti Outdoor,2016,13495,Semi-Auto,38495,Diesel,51.4,2.0
 Octavia,2016,7550,Manual,70661,Diesel,74.3,1.6
 Fabia,2018,11530,Manual,8552,Petrol,60.1,1.0
 Citigo,2019,8300,Manual,2155,Petrol,67.3,1.0
 Superb,2016,10490,Manual,34221,Petrol,52.3,1.4
 Fabia,2015,8580,Semi-Auto,23466,Petrol,60.1,1.2
 Fabia,2018,10391,Manual,13382,Petrol,64.2,1.0
 Octavia,2017,13490,Semi-Auto,13269,Diesel,70.6,1.6
 Karoq,2019,18995,Manual,4365,Petrol,43.5,1.0
 Yeti Outdoor,2017,13995,Semi-Auto,16374,Petrol,51.4,1.2
 Karoq,2019,23990,Manual,4099,Diesel,42.8,2.0
 Octavia,2017,16590,Semi-Auto,28691,Diesel,58.9,2.0
 Octavia,2017,13695,Semi-Auto,16728,Petrol,56.5,1.4
 Fabia,2015,10495,Semi-Auto,31727,Petrol,58.9,1.2
 Superb,2016,12995,Manual,20304,Petrol,57.7,1.4
 Kodiaq,2019,30995,Manual,11,Diesel,52.3,2.0
 Karoq,2019,20495,Automatic,11120,Petrol,41.5,1.5
 Fabia,2017,11795,Semi-Auto,31647,Petrol,60.1,1.2
 Fabia,2019,11795,Manual,2805,Petrol,61.4,1.0
 Yeti Outdoor,2014,12995,Semi-Auto,24900,Diesel,44.8,2.0
 Octavia,2019,14295,Manual,13884,Diesel,68.9,1.6
 Octavia,2019,13995,Manual,11046,Diesel,68.9,1.6
 Yeti Outdoor,2017,13495,Semi-Auto,30593,Petrol,51.4,1.2
 Roomster,2015,7000,Manual,24600,Diesel,60.1,1.6
 Kamiq,2019,17990,Manual,2563,Petrol,47.1,1.0
 Kodiaq,2018,24490,Automatic,22219,Diesel,49.6,2.0
 Karoq,2018,18290,Manual,7757,Petrol,52.3,1.5
 Kodiaq,2018,20990,Automatic,30728,Petrol,39.8,1.4
 Rapid,2017,8752,Manual,15261,Petrol,62.8,1.0
 Karoq,2019,21555,Automatic,4797,Diesel,62.8,1.6
 Fabia,2017,7990,Manual,36594,Petrol,60.1,1.2
 Kamiq,2020,18990,Manual,1908,Petrol,47.9,1.0
 Scala,2020,15990,Manual,1234,Petrol,49.6,1.0
 Superb,2018,18990,Manual,7256,Diesel,65.7,2.0
 Rapid,2017,8990,Manual,23002,Petrol,57.7,1.2
 Octavia,2017,10795,Manual,34301,Petrol,58.9,1.0
 Karoq,2018,18495,Manual,21867,Petrol,51.4,1.5
 Kodiaq,2019,36995,Automatic,2261,Diesel,35.3,2.0
 Citigo,2019,8995,Manual,9,Petrol,67.3,1.0
 Fabia,2017,8995,Manual,10765,Petrol,64.2,1.0
 Karoq,2019,18495,Manual,15611,Petrol,52.3,1.5
 Karoq,2019,18995,Manual,11435,Petrol,52.3,1.5
 Superb,2016,14299,Semi-Auto,25593,Diesel,62.8,2.0
 Kodiaq,2017,15799,Manual,13018,Petrol,46.3,1.4
 Octavia,2019,15999,Semi-Auto,15000,Diesel,53.3,1.6
 Scala,2019,15485,Manual,451,Diesel,57.7,1.6
 Superb,2019,23985,Semi-Auto,4552,Diesel,54.3,2.0
 Kodiaq,2019,29450,Automatic,3012,Diesel,37.2,2.0
 Kodiaq,2017,16990,Manual,21961,Petrol,40.9,1.4
 Fabia,2018,8990,Manual,12695,Petrol,62.8,1.0
 Citigo,2017,6390,Manual,23161,Petrol,64.2,1.0
 Superb,2019,24490,Automatic,5398,Petrol,38.2,2.0
 Kamiq,2019,20790,Semi-Auto,2950,Petrol,43.5,1.5
 Octavia,2019,15290,Semi-Auto,10765,Petrol,54.3,1.5
 Kodiaq,2019,29250,Automatic,5611,Diesel,39.2,2.0
 Superb,2019,26990,Semi-Auto,9901,Diesel,42.8,2.0
 Karoq,2018,19890,Automatic,15700,Petrol,50.4,1.5
 Karoq,2019,24499,Manual,5000,Diesel,42.8,2.0
 Karoq,2019,19499,Automatic,5120,Petrol,50.4,1.5
 Yeti Outdoor,2017,10999,Manual,33700,Petrol,51.4,1.2
 Yeti Outdoor,2016,9999,Manual,28000,Petrol,51.4,1.2
 Octavia,2019,18499,Manual,2650,Diesel,55.4,2.0
 Octavia,2019,15999,Automatic,3125,Diesel,53.3,1.6
 Yeti,2016,9999,Manual,45000,Petrol,51.4,1.2
 Scala,2019,15998,Semi-Auto,4169,Petrol,47.1,1.0
 Kodiaq,2019,26850,Automatic,7622,Petrol,31.7,2.0
 Kodiaq,2020,29890,Automatic,2500,Diesel,39.2,2.0
 Karoq,2020,25999,Automatic,30,Petrol,40.9,1.5
 Karoq,2018,19000,Automatic,5280,Petrol,50.4,1.5
 Kodiaq,2019,27990,Automatic,6232,Diesel,37.2,2.0
 Scala,2019,15850,Semi-Auto,4554,Petrol,47.1,1.0
